household_id,month,household_size,region,income_group,ev_adoption_month,ev_cohort,post_adoption,months_since_adoption,avg_temperature_c,electricity_kwh
H098,2021-03-01,2,Daegu,Middle,,,0,,3.41,231.11
H099,2021-03-01,3,Busan,High,,,0,,3.41,233.78
H100,2021-03-01,2,Daegu,Middle,,,0,,3.41,209.59
H101,2021-03-01,2,Daegu,High,,,0,,3.41,215.54
H102,2021-03-01,2,Busan,Middle,,,0,,3.41,231.38
H103,2021-03-01,2,Gyeonggi,Middle,,,0,,3.41,159.19
H104,2021-03-01,3,Daegu,Middle,2023-04-01,2023Q2,0,-25,3.41,271.18
H105,2021-03-01,3,Gyeonggi,Middle,,,0,,3.41,248.79
H106,2021-03-01,3,Busan,Middle,,,0,,3.41,235.03
H107,2021-03-01,2,Gyeonggi,Low,,,0,,3.41,216.03
H108,2021-03-01,4,Gyeonggi,Low,,,0,,3.41,290.9
H109,2021-03-01,2,Busan,High,2023-01-01,2023Q1,0,-22,3.41,192.51
H110,2021-03-01,4,Gyeonggi,Low,,,0,,3.41,228.18
H111,2021-03-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-29,3.41,249.13
H112,2021-03-01,3,Busan,Low,2023-02-01,2023Q1,0,-23,3.41,228.57
H113,2021-03-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-38,3.41,242.95
H114,2021-03-01,1,Gyeonggi,Low,,,0,,3.41,146.82
H115,2021-03-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-40,3.41,238.57
H116,2021-03-01,2,Seoul,Middle,,,0,,3.41,243.48
H117,2021-03-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-35,3.41,282.04
H118,2021-03-01,2,Daegu,Middle,,,0,,3.41,235.44
H119,2021-03-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-14,3.41,200.58
H120,2021-03-01,4,Gyeonggi,Middle,,,0,,3.41,351.91
H001,2021-04-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-41,7.93,258.81
H002,2021-04-01,1,Daegu,Low,2022-09-01,2022Q3,0,-17,7.93,191.57
H003,2021-04-01,3,Gyeonggi,Middle,,,0,,7.93,216.6
H004,2021-04-01,2,Seoul,High,2023-06-01,2023Q2,0,-26,7.93,186.46
H005,2021-04-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-30,7.93,193.46
H006,2021-04-01,2,Seoul,Middle,,,0,,7.93,290.19
H007,2021-04-01,5,Daegu,Low,,,0,,7.93,249.59
H008,2021-04-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,0,-13,7.93,240.59
H009,2021-04-01,5,Gyeonggi,High,,,0,,7.93,291.5
H010,2021-04-01,2,Busan,Low,2024-11-01,2024Q4,0,-43,7.93,203.58
H011,2021-04-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-44,7.93,174.57
H012,2021-04-01,3,Busan,High,,,0,,7.93,229.44
H013,2021-04-01,2,Seoul,High,,,0,,7.93,200.21
H014,2021-04-01,3,Busan,Low,,,0,,7.93,193.15
H015,2021-04-01,4,Daegu,Low,,,0,,7.93,276.0
H016,2021-04-01,4,Daegu,High,2022-03-01,2022Q1,0,-11,7.93,295.34
H017,2021-04-01,3,Seoul,High,2024-07-01,2024Q3,0,-39,7.93,250.44
H018,2021-04-01,3,Daegu,Middle,,,0,,7.93,233.27
H019,2021-04-01,3,Seoul,Middle,,,0,,7.93,261.2
H020,2021-04-01,4,Busan,Low,,,0,,7.93,302.31
H021,2021-04-01,3,Busan,High,2024-05-01,2024Q2,0,-37,7.93,242.49
H022,2021-04-01,4,Gyeonggi,Low,,,0,,7.93,241.08
H023,2021-04-01,3,Seoul,Middle,2023-04-01,2023Q2,0,-24,7.93,198.3
H024,2021-04-01,1,Seoul,Low,,,0,,7.93,191.32
H025,2021-04-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-39,7.93,140.61
H026,2021-04-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-43,7.93,313.9
H027,2021-04-01,2,Daegu,Low,,,0,,7.93,210.88
H028,2021-04-01,2,Gyeonggi,Low,,,0,,7.93,221.36
H029,2021-04-01,1,Seoul,High,2024-08-01,2024Q3,0,-40,7.93,213.37
H030,2021-04-01,2,Gyeonggi,Middle,,,0,,7.93,200.03
H031,2021-04-01,3,Gyeonggi,High,2023-06-01,2023Q2,0,-26,7.93,299.15
H032,2021-04-01,3,Daegu,High,2024-11-01,2024Q4,0,-43,7.93,264.84
H033,2021-04-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-40,7.93,196.68
H034,2021-04-01,1,Gyeonggi,Low,2022-08-01,2022Q3,0,-16,7.93,139.42
H035,2021-04-01,4,Seoul,Low,,,0,,7.93,274.24
H036,2021-04-01,5,Gyeonggi,Low,,,0,,7.93,273.67
H037,2021-04-01,2,Daegu,High,2023-05-01,2023Q2,0,-25,7.93,222.65
H038,2021-04-01,3,Daegu,Low,2022-10-01,2022Q4,0,-18,7.93,239.79
H039,2021-04-01,4,Seoul,Middle,,,0,,7.93,274.56
H040,2021-04-01,4,Gyeonggi,Low,,,0,,7.93,300.29
H041,2021-04-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-36,7.93,261.58
H042,2021-04-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-42,7.93,178.12
H043,2021-04-01,3,Busan,Low,2024-11-01,2024Q4,0,-43,7.93,206.96
H044,2021-04-01,2,Busan,High,,,0,,7.93,143.87
H045,2021-04-01,1,Seoul,Low,,,0,,7.93,160.71
H046,2021-04-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-44,7.93,275.42
H047,2021-04-01,2,Seoul,Middle,2022-05-01,2022Q2,0,-13,7.93,150.14
H048,2021-04-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-30,7.93,159.84
H049,2021-04-01,2,Busan,Low,,,0,,7.93,172.88
H050,2021-04-01,4,Seoul,Low,,,0,,7.93,231.68
H051,2021-04-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-29,7.93,290.69
H052,2021-04-01,4,Seoul,Low,,,0,,7.93,332.97
H053,2021-04-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,0,-9,7.93,231.13
H054,2021-04-01,2,Seoul,High,2022-11-01,2022Q4,0,-19,7.93,235.82
H055,2021-04-01,1,Daegu,High,2022-03-01,2022Q1,0,-11,7.93,160.71
H056,2021-04-01,4,Seoul,Low,,,0,,7.93,189.07
H057,2021-04-01,4,Daegu,High,2024-02-01,2024Q1,0,-34,7.93,346.77
H058,2021-04-01,2,Seoul,High,2023-06-01,2023Q2,0,-26,7.93,146.78
H059,2021-04-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-13,7.93,207.71
H060,2021-04-01,2,Daegu,Middle,,,0,,7.93,160.98
H061,2021-04-01,2,Seoul,Low,,,0,,7.93,212.9
H062,2021-04-01,2,Seoul,Middle,2023-07-01,2023Q3,0,-27,7.93,205.92
H063,2021-04-01,3,Seoul,Middle,,,0,,7.93,266.57
H064,2021-04-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-38,7.93,160.53
H065,2021-04-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-32,7.93,233.25
H066,2021-04-01,2,Gyeonggi,Low,,,0,,7.93,238.83
H067,2021-04-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,0,-24,7.93,201.03
H068,2021-04-01,3,Busan,Middle,,,0,,7.93,238.38
H069,2021-04-01,2,Daegu,High,,,0,,7.93,261.14
H070,2021-04-01,2,Busan,Low,,,0,,7.93,187.07
H071,2021-04-01,2,Busan,Low,2023-10-01,2023Q4,0,-30,7.93,216.55
H072,2021-04-01,4,Seoul,Middle,,,0,,7.93,250.8
H073,2021-04-01,3,Daegu,Middle,2022-07-01,2022Q3,0,-15,7.93,228.23
H074,2021-04-01,2,Daegu,Low,2022-08-01,2022Q3,0,-16,7.93,239.66
H075,2021-04-01,1,Daegu,Middle,,,0,,7.93,207.29
H076,2021-04-01,4,Daegu,High,,,0,,7.93,277.1
H077,2021-04-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-40,7.93,265.85
H078,2021-04-01,3,Busan,Middle,,,0,,7.93,172.99
H079,2021-04-01,2,Busan,Middle,2024-03-01,2024Q1,0,-35,7.93,172.97
H080,2021-04-01,4,Seoul,Middle,2023-07-01,2023Q3,0,-27,7.93,276.37
H081,2021-04-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-39,7.93,162.11
H082,2021-04-01,3,Busan,Low,2023-09-01,2023Q3,0,-29,7.93,197.01
H083,2021-04-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-43,7.93,273.36
H084,2021-04-01,4,Gyeonggi,High,,,0,,7.93,284.26
H085,2021-04-01,5,Seoul,High,2023-03-01,2023Q1,0,-23,7.93,294.4
H086,2021-04-01,4,Gyeonggi,Low,2022-08-01,2022Q3,0,-16,7.93,248.1
H087,2021-04-01,2,Daegu,Low,,,0,,7.93,240.03
H088,2021-04-01,3,Seoul,High,2024-02-01,2024Q1,0,-34,7.93,279.66
H089,2021-04-01,4,Seoul,High,2022-04-01,2022Q2,0,-12,7.93,291.94
H090,2021-04-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-37,7.93,163.24
H091,2021-04-01,4,Gyeonggi,Middle,,,0,,7.93,291.37
H092,2021-04-01,2,Busan,Low,2023-10-01,2023Q4,0,-30,7.93,162.33
H093,2021-04-01,3,Daegu,Middle,,,0,,7.93,217.97
H094,2021-04-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-42,7.93,239.08
H095,2021-04-01,4,Seoul,Middle,,,0,,7.93,250.1
H096,2021-04-01,2,Daegu,High,2023-11-01,2023Q4,0,-31,7.93,225.21
H097,2021-04-01,4,Daegu,Middle,,,0,,7.93,215.18
H098,2021-04-01,2,Daegu,Middle,,,0,,7.93,232.26
H099,2021-04-01,3,Busan,High,,,0,,7.93,242.3
H100,2021-04-01,2,Daegu,Middle,,,0,,7.93,176.64
H101,2021-04-01,2,Daegu,High,,,0,,7.93,230.46
H102,2021-04-01,2,Busan,Middle,,,0,,7.93,211.26
H103,2021-04-01,2,Gyeonggi,Middle,,,0,,7.93,153.14
H104,2021-04-01,3,Daegu,Middle,2023-04-01,2023Q2,0,-24,7.93,260.3
H105,2021-04-01,3,Gyeonggi,Middle,,,0,,7.93,242.39
H106,2021-04-01,3,Busan,Middle,,,0,,7.93,220.56
H107,2021-04-01,2,Gyeonggi,Low,,,0,,7.93,212.86
H108,2021-04-01,4,Gyeonggi,Low,,,0,,7.93,284.83
H109,2021-04-01,2,Busan,High,2023-01-01,2023Q1,0,-21,7.93,230.2
H110,2021-04-01,4,Gyeonggi,Low,,,0,,7.93,267.17
H111,2021-04-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-28,7.93,283.72
H112,2021-04-01,3,Busan,Low,2023-02-01,2023Q1,0,-22,7.93,213.49
H113,2021-04-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-37,7.93,246.7
H114,2021-04-01,1,Gyeonggi,Low,,,0,,7.93,183.17
H115,2021-04-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-39,7.93,218.53
H116,2021-04-01,2,Seoul,Middle,,,0,,7.93,218.57
H117,2021-04-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-34,7.93,320.7
H118,2021-04-01,2,Daegu,Middle,,,0,,7.93,181.16
H119,2021-04-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-13,7.93,239.83
H120,2021-04-01,4,Gyeonggi,Middle,,,0,,7.93,335.36
H001,2021-05-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-40,13.26,244.16
H002,2021-05-01,1,Daegu,Low,2022-09-01,2022Q3,0,-16,13.26,227.63
H003,2021-05-01,3,Gyeonggi,Middle,,,0,,13.26,215.92
H004,2021-05-01,2,Seoul,High,2023-06-01,2023Q2,0,-25,13.26,182.82
H005,2021-05-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-29,13.26,216.16
H006,2021-05-01,2,Seoul,Middle,,,0,,13.26,216.56
H007,2021-05-01,5,Daegu,Low,,,0,,13.26,253.09
H008,2021-05-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,0,-12,13.26,251.07
H009,2021-05-01,5,Gyeonggi,High,,,0,,13.26,305.16
H010,2021-05-01,2,Busan,Low,2024-11-01,2024Q4,0,-42,13.26,192.55
H011,2021-05-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-43,13.26,228.81
H012,2021-05-01,3,Busan,High,,,0,,13.26,242.63
H013,2021-05-01,2,Seoul,High,,,0,,13.26,195.28
H014,2021-05-01,3,Busan,Low,,,0,,13.26,237.31
H015,2021-05-01,4,Daegu,Low,,,0,,13.26,275.81
H016,2021-05-01,4,Daegu,High,2022-03-01,2022Q1,0,-10,13.26,323.54
H017,2021-05-01,3,Seoul,High,2024-07-01,2024Q3,0,-38,13.26,253.83
H018,2021-05-01,3,Daegu,Middle,,,0,,13.26,205.03
H019,2021-05-01,3,Seoul,Middle,,,0,,13.26,261.44
H020,2021-05-01,4,Busan,Low,,,0,,13.26,265.29
H021,2021-05-01,3,Busan,High,2024-05-01,2024Q2,0,-36,13.26,266.11
H022,2021-05-01,4,Gyeonggi,Low,,,0,,13.26,225.91
H023,2021-05-01,3,Seoul,Middle,2023-04-01,2023Q2,0,-23,13.26,250.13
H024,2021-05-01,1,Seoul,Low,,,0,,13.26,191.42
H025,2021-05-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-38,13.26,177.06
H026,2021-05-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-42,13.26,327.46
H027,2021-05-01,2,Daegu,Low,,,0,,13.26,223.53
H028,2021-05-01,2,Gyeonggi,Low,,,0,,13.26,245.75
H029,2021-05-01,1,Seoul,High,2024-08-01,2024Q3,0,-39,13.26,197.5
H030,2021-05-01,2,Gyeonggi,Middle,,,0,,13.26,204.75
H031,2021-05-01,3,Gyeonggi,High,2023-06-01,2023Q2,0,-25,13.26,224.67
H032,2021-05-01,3,Daegu,High,2024-11-01,2024Q4,0,-42,13.26,251.17
H033,2021-05-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-39,13.26,170.68
H034,2021-05-01,1,Gyeonggi,Low,2022-08-01,2022Q3,0,-15,13.26,179.13
H035,2021-05-01,4,Seoul,Low,,,0,,13.26,315.04
H036,2021-05-01,5,Gyeonggi,Low,,,0,,13.26,258.9
H037,2021-05-01,2,Daegu,High,2023-05-01,2023Q2,0,-24,13.26,205.95
H038,2021-05-01,3,Daegu,Low,2022-10-01,2022Q4,0,-17,13.26,222.4
H039,2021-05-01,4,Seoul,Middle,,,0,,13.26,285.4
H040,2021-05-01,4,Gyeonggi,Low,,,0,,13.26,277.8
H041,2021-05-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-35,13.26,235.52
H042,2021-05-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-41,13.26,229.31
H043,2021-05-01,3,Busan,Low,2024-11-01,2024Q4,0,-42,13.26,179.59
H044,2021-05-01,2,Busan,High,,,0,,13.26,155.94
H045,2021-05-01,1,Seoul,Low,,,0,,13.26,197.7
H046,2021-05-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-43,13.26,259.03
H047,2021-05-01,2,Seoul,Middle,2022-05-01,2022Q2,0,-12,13.26,153.1
H048,2021-05-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-29,13.26,135.38
H049,2021-05-01,2,Busan,Low,,,0,,13.26,150.28
H050,2021-05-01,4,Seoul,Low,,,0,,13.26,238.1
H051,2021-05-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-28,13.26,246.54
H052,2021-05-01,4,Seoul,Low,,,0,,13.26,329.14
H053,2021-05-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,0,-8,13.26,271.07
H054,2021-05-01,2,Seoul,High,2022-11-01,2022Q4,0,-18,13.26,201.21
H055,2021-05-01,1,Daegu,High,2022-03-01,2022Q1,0,-10,13.26,219.56
H056,2021-05-01,4,Seoul,Low,,,0,,13.26,237.17
H057,2021-05-01,4,Daegu,High,2024-02-01,2024Q1,0,-33,13.26,321.78
H058,2021-05-01,2,Seoul,High,2023-06-01,2023Q2,0,-25,13.26,192.52
H059,2021-05-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-12,13.26,220.11
H060,2021-05-01,2,Daegu,Middle,,,0,,13.26,235.26
H061,2021-05-01,2,Seoul,Low,,,0,,13.26,233.96
H062,2021-05-01,2,Seoul,Middle,2023-07-01,2023Q3,0,-26,13.26,254.49
H063,2021-05-01,3,Seoul,Middle,,,0,,13.26,249.83
H064,2021-05-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-37,13.26,202.11
H065,2021-05-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-31,13.26,210.49
H066,2021-05-01,2,Gyeonggi,Low,,,0,,13.26,198.8
H067,2021-05-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,0,-23,13.26,207.63
H068,2021-05-01,3,Busan,Middle,,,0,,13.26,219.79
H069,2021-05-01,2,Daegu,High,,,0,,13.26,250.08
H070,2021-05-01,2,Busan,Low,,,0,,13.26,207.39
H071,2021-05-01,2,Busan,Low,2023-10-01,2023Q4,0,-29,13.26,181.12
H072,2021-05-01,4,Seoul,Middle,,,0,,13.26,287.98
H073,2021-05-01,3,Daegu,Middle,2022-07-01,2022Q3,0,-14,13.26,208.33
H074,2021-05-01,2,Daegu,Low,2022-08-01,2022Q3,0,-15,13.26,221.81
H075,2021-05-01,1,Daegu,Middle,,,0,,13.26,237.62
H076,2021-05-01,4,Daegu,High,,,0,,13.26,288.3
H077,2021-05-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-39,13.26,274.98
H078,2021-05-01,3,Busan,Middle,,,0,,13.26,232.35
H079,2021-05-01,2,Busan,Middle,2024-03-01,2024Q1,0,-34,13.26,225.04
H080,2021-05-01,4,Seoul,Middle,2023-07-01,2023Q3,0,-26,13.26,246.5
H081,2021-05-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-38,13.26,221.77
H082,2021-05-01,3,Busan,Low,2023-09-01,2023Q3,0,-28,13.26,156.02
H083,2021-05-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-42,13.26,269.48
H084,2021-05-01,4,Gyeonggi,High,,,0,,13.26,317.01
H085,2021-05-01,5,Seoul,High,2023-03-01,2023Q1,0,-22,13.26,315.11
H086,2021-05-01,4,Gyeonggi,Low,2022-08-01,2022Q3,0,-15,13.26,218.73
H087,2021-05-01,2,Daegu,Low,,,0,,13.26,234.33
H088,2021-05-01,3,Seoul,High,2024-02-01,2024Q1,0,-33,13.26,266.17
H089,2021-05-01,4,Seoul,High,2022-04-01,2022Q2,0,-11,13.26,321.96
H090,2021-05-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-36,13.26,176.93
H091,2021-05-01,4,Gyeonggi,Middle,,,0,,13.26,331.74
H092,2021-05-01,2,Busan,Low,2023-10-01,2023Q4,0,-29,13.26,170.55
H093,2021-05-01,3,Daegu,Middle,,,0,,13.26,265.16
H094,2021-05-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-41,13.26,242.46
H095,2021-05-01,4,Seoul,Middle,,,0,,13.26,217.88
H096,2021-05-01,2,Daegu,High,2023-11-01,2023Q4,0,-30,13.26,248.54
H097,2021-05-01,4,Daegu,Middle,,,0,,13.26,238.95
H098,2021-05-01,2,Daegu,Middle,,,0,,13.26,217.12
H099,2021-05-01,3,Busan,High,,,0,,13.26,238.42
H100,2021-05-01,2,Daegu,Middle,,,0,,13.26,197.59
H101,2021-05-01,2,Daegu,High,,,0,,13.26,201.24
H102,2021-05-01,2,Busan,Middle,,,0,,13.26,259.94
H103,2021-05-01,2,Gyeonggi,Middle,,,0,,13.26,153.49
H104,2021-05-01,3,Daegu,Middle,2023-04-01,2023Q2,0,-23,13.26,226.33
H105,2021-05-01,3,Gyeonggi,Middle,,,0,,13.26,251.31
H106,2021-05-01,3,Busan,Middle,,,0,,13.26,235.37
H107,2021-05-01,2,Gyeonggi,Low,,,0,,13.26,228.75
H108,2021-05-01,4,Gyeonggi,Low,,,0,,13.26,310.33
H109,2021-05-01,2,Busan,High,2023-01-01,2023Q1,0,-20,13.26,225.2
H110,2021-05-01,4,Gyeonggi,Low,,,0,,13.26,222.41
H111,2021-05-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-27,13.26,265.98
H112,2021-05-01,3,Busan,Low,2023-02-01,2023Q1,0,-21,13.26,232.42
H113,2021-05-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-36,13.26,230.04
H114,2021-05-01,1,Gyeonggi,Low,,,0,,13.26,133.58
H115,2021-05-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-38,13.26,258.13
H116,2021-05-01,2,Seoul,Middle,,,0,,13.26,261.22
H117,2021-05-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-33,13.26,267.75
H118,2021-05-01,2,Daegu,Middle,,,0,,13.26,239.28
H119,2021-05-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-12,13.26,164.06
H120,2021-05-01,4,Gyeonggi,Middle,,,0,,13.26,304.64
H001,2021-06-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-39,17.43,241.1
H002,2021-06-01,1,Daegu,Low,2022-09-01,2022Q3,0,-15,17.43,179.08
H003,2021-06-01,3,Gyeonggi,Middle,,,0,,17.43,237.4
H004,2021-06-01,2,Seoul,High,2023-06-01,2023Q2,0,-24,17.43,241.53
H005,2021-06-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-28,17.43,251.07
H006,2021-06-01,2,Seoul,Middle,,,0,,17.43,251.42
H007,2021-06-01,5,Daegu,Low,,,0,,17.43,316.94
H008,2021-06-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,0,-11,17.43,251.91
H009,2021-06-01,5,Gyeonggi,High,,,0,,17.43,317.3
H010,2021-06-01,2,Busan,Low,2024-11-01,2024Q4,0,-41,17.43,238.48
H011,2021-06-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-42,17.43,244.78
H012,2021-06-01,3,Busan,High,,,0,,17.43,311.09
H013,2021-06-01,2,Seoul,High,,,0,,17.43,272.56
H014,2021-06-01,3,Busan,Low,,,0,,17.43,266.22
H015,2021-06-01,4,Daegu,Low,,,0,,17.43,319.65
H016,2021-06-01,4,Daegu,High,2022-03-01,2022Q1,0,-9,17.43,284.16
H017,2021-06-01,3,Seoul,High,2024-07-01,2024Q3,0,-37,17.43,303.31
H018,2021-06-01,3,Daegu,Middle,,,0,,17.43,248.43
H019,2021-06-01,3,Seoul,Middle,,,0,,17.43,291.72
H020,2021-06-01,4,Busan,Low,,,0,,17.43,282.52
H021,2021-06-01,3,Busan,High,2024-05-01,2024Q2,0,-35,17.43,256.78
H022,2021-06-01,4,Gyeonggi,Low,,,0,,17.43,260.9
H023,2021-06-01,3,Seoul,Middle,2023-04-01,2023Q2,0,-22,17.43,265.49
H024,2021-06-01,1,Seoul,Low,,,0,,17.43,154.84
H025,2021-06-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-37,17.43,170.8
H026,2021-06-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-41,17.43,305.87
H027,2021-06-01,2,Daegu,Low,,,0,,17.43,195.37
H028,2021-06-01,2,Gyeonggi,Low,,,0,,17.43,250.18
H029,2021-06-01,1,Seoul,High,2024-08-01,2024Q3,0,-38,17.43,215.5
H030,2021-06-01,2,Gyeonggi,Middle,,,0,,17.43,208.7
H031,2021-06-01,3,Gyeonggi,High,2023-06-01,2023Q2,0,-24,17.43,263.62
H032,2021-06-01,3,Daegu,High,2024-11-01,2024Q4,0,-41,17.43,264.4
H033,2021-06-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-38,17.43,200.09
H034,2021-06-01,1,Gyeonggi,Low,2022-08-01,2022Q3,0,-14,17.43,156.77
H035,2021-06-01,4,Seoul,Low,,,0,,17.43,295.67
H036,2021-06-01,5,Gyeonggi,Low,,,0,,17.43,300.45
H037,2021-06-01,2,Daegu,High,2023-05-01,2023Q2,0,-23,17.43,253.49
H038,2021-06-01,3,Daegu,Low,2022-10-01,2022Q4,0,-16,17.43,219.07
H039,2021-06-01,4,Seoul,Middle,,,0,,17.43,323.02
H040,2021-06-01,4,Gyeonggi,Low,,,0,,17.43,267.49
H041,2021-06-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-34,17.43,342.19
H042,2021-06-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-40,17.43,219.07
H043,2021-06-01,3,Busan,Low,2024-11-01,2024Q4,0,-41,17.43,214.64
H044,2021-06-01,2,Busan,High,,,0,,17.43,225.8
H045,2021-06-01,1,Seoul,Low,,,0,,17.43,172.33
H046,2021-06-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-42,17.43,323.7
H047,2021-06-01,2,Seoul,Middle,2022-05-01,2022Q2,0,-11,17.43,223.25
H048,2021-06-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-28,17.43,173.57
H049,2021-06-01,2,Busan,Low,,,0,,17.43,201.72
H050,2021-06-01,4,Seoul,Low,,,0,,17.43,248.73
H051,2021-06-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-27,17.43,269.86
H052,2021-06-01,4,Seoul,Low,,,0,,17.43,353.4
H053,2021-06-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,0,-7,17.43,295.22
H054,2021-06-01,2,Seoul,High,2022-11-01,2022Q4,0,-17,17.43,199.26
H055,2021-06-01,1,Daegu,High,2022-03-01,2022Q1,0,-9,17.43,251.96
H056,2021-06-01,4,Seoul,Low,,,0,,17.43,251.74
H057,2021-06-01,4,Daegu,High,2024-02-01,2024Q1,0,-32,17.43,337.07
H058,2021-06-01,2,Seoul,High,2023-06-01,2023Q2,0,-24,17.43,199.94
H059,2021-06-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-11,17.43,210.72
H060,2021-06-01,2,Daegu,Middle,,,0,,17.43,187.2
H061,2021-06-01,2,Seoul,Low,,,0,,17.43,242.81
H062,2021-06-01,2,Seoul,Middle,2023-07-01,2023Q3,0,-25,17.43,217.88
H063,2021-06-01,3,Seoul,Middle,,,0,,17.43,187.43
H064,2021-06-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-36,17.43,217.44
H065,2021-06-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-30,17.43,254.73
H066,2021-06-01,2,Gyeonggi,Low,,,0,,17.43,264.89
H067,2021-06-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,0,-22,17.43,219.03
H068,2021-06-01,3,Busan,Middle,,,0,,17.43,277.86
H069,2021-06-01,2,Daegu,High,,,0,,17.43,304.56
H070,2021-06-01,2,Busan,Low,,,0,,17.43,209.37
H071,2021-06-01,2,Busan,Low,2023-10-01,2023Q4,0,-28,17.43,217.47
H072,2021-06-01,4,Seoul,Middle,,,0,,17.43,365.81
H073,2021-06-01,3,Daegu,Middle,2022-07-01,2022Q3,0,-13,17.43,250.18
H074,2021-06-01,2,Daegu,Low,2022-08-01,2022Q3,0,-14,17.43,251.2
H075,2021-06-01,1,Daegu,Middle,,,0,,17.43,268.15
H076,2021-06-01,4,Daegu,High,,,0,,17.43,277.45
H077,2021-06-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-38,17.43,256.51
H078,2021-06-01,3,Busan,Middle,,,0,,17.43,170.55
H079,2021-06-01,2,Busan,Middle,2024-03-01,2024Q1,0,-33,17.43,220.2
H080,2021-06-01,4,Seoul,Middle,2023-07-01,2023Q3,0,-25,17.43,296.04
